id,lat,lng,tipo,comuna,fecha,descripcion
6304,-33.691003,-70.579342,Congestión,Peñalolén,2024-01-30,Incidente #6304 en zona urbana
6305,-33.534659,-70.465892,Evento masivo,Maipú,2024-09-29,Incidente #6305 en zona urbana
6306,-33.711601,-70.741301,Congestión,Peñalolén,2024-09-27,Incidente #6306 en zona urbana
6307,-33.353948,-70.700543,Obras viales,Providencia,2024-04-09,Incidente #6307 en zona urbana
6308,-33.507384,-70.560426,Volcamiento,La Florida,2024-02-08,Incidente #6308 en zona urbana
6309,-33.682561,-70.507042,Choque múltiple,Lo Prado,2024-02-26,Incidente #6309 en zona urbana
6310,-33.556914,-70.85032,Vehículo detenido,Puente Alto,2024-05-13,Incidente #6310 en zona urbana
6311,-33.671984,-70.805136,Vehículo detenido,Quilicura,2024-08-23,Incidente #6311 en zona urbana
6312,-33.662955,-70.758608,Vehículo detenido,La Florida,2024-02-12,Incidente #6312 en zona urbana
6313,-33.596985,-70.827112,Desvío,Renca,2024-12-29,Incidente #6313 en zona urbana
6314,-33.641008,-70.856781,Congestión,Renca,2024-07-15,Incidente #6314 en zona urbana
6315,-33.700015,-70.768616,Vehículo detenido,Santiago,2024-01-10,Incidente #6315 en zona urbana
6316,-33.541293,-70.469074,Obras viales,La Granja,2024-04-27,Incidente #6316 en zona urbana
6317,-33.534393,-70.743939,Accidente,San Ramón,2024-11-17,Incidente #6317 en zona urbana
6318,-33.581211,-70.749951,Evento masivo,Ñuñoa,2024-05-07,Incidente #6318 en zona urbana
6319,-33.573989,-70.791877,Accidente,La Granja,2024-10-31,Incidente #6319 en zona urbana
6320,-33.53016,-70.609069,Congestión,Puente Alto,2024-04-09,Incidente #6320 en zona urbana
6321,-33.597906,-70.433314,Peligro,San Miguel,2024-09-30,Incidente #6321 en zona urbana
6322,-33.716772,-70.448311,Congestión,Maipú,2024-07-07,Incidente #6322 en zona urbana
6323,-33.559468,-70.492807,Incendio,Pudahuel,2024-05-31,Incidente #6323 en zona urbana
6324,-33.631994,-70.498623,Choque múltiple,La Granja,2024-08-17,Incidente #6324 en zona urbana
6325,-33.728707,-70.687544,Tránsito detenido,La Florida,2024-12-07,Incidente #6325 en zona urbana
6326,-33.477601,-70.636237,Congestión,Santiago,2024-02-08,Incidente #6326 en zona urbana
6327,-33.545903,-70.640149,Accidente,Maipú,2024-04-14,Incidente #6327 en zona urbana
6328,-33.313937,-70.819051,Tránsito detenido,Macul,2024-04-14,Incidente #6328 en zona urbana
6329,-33.47518,-70.449328,Congestión,Santiago,2024-05-21,Incidente #6329 en zona urbana
6330,-33.477767,-70.525971,Obras viales,Maipú,2024-05-08,Incidente #6330 en zona urbana
6331,-33.600913,-70.773196,Tránsito detenido,Recoleta,2024-05-24,Incidente #6331 en zona urbana
6332,-33.698276,-70.657286,Tránsito detenido,La Reina,2024-04-10,Incidente #6332 en zona urbana
6333,-33.377515,-70.475281,Congestión,Quinta Normal,2024-09-07,Incidente #6333 en zona urbana
6334,-33.555587,-70.835007,Incendio,Puente Alto,2024-11-16,Incidente #6334 en zona urbana
6335,-33.558091,-70.64703,Evento masivo,Macul,2024-08-19,Incidente #6335 en zona urbana
6336,-33.631394,-70.657268,Vehículo detenido,Peñalolén,2024-09-03,Incidente #6336 en zona urbana
6337,-33.721722,-70.708281,Vehículo detenido,Pudahuel,2024-11-09,Incidente #6337 en zona urbana
6338,-33.641897,-70.678478,Policía,Providencia,2024-06-16,Incidente #6338 en zona urbana
6339,-33.44752,-70.402405,Corte de tránsito,Macul,2024-10-05,Incidente #6339 en zona urbana
6340,-33.532583,-70.788598,Moto accidentada,Vitacura,2024-06-05,Incidente #6340 en zona urbana
6341,-33.476234,-70.524715,Accidente,Estación Central,2024-06-29,Incidente #6341 en zona urbana
6342,-33.64844,-70.428903,Obras viales,Ñuñoa,2024-05-11,Incidente #6342 en zona urbana
6343,-33.686924,-70.568045,Congestión,Peñalolén,2024-07-13,Incidente #6343 en zona urbana
6344,-33.587336,-70.421612,Congestión,Pudahuel,2024-01-19,Incidente #6344 en zona urbana
6345,-33.574464,-70.468915,Congestión,San Miguel,2024-07-18,Incidente #6345 en zona urbana
6346,-33.556168,-70.832517,Vehículo detenido,Santiago,2024-07-13,Incidente #6346 en zona urbana
6347,-33.502724,-70.873402,Accidente,La Pintana,2024-07-14,Incidente #6347 en zona urbana
6348,-33.556384,-70.542744,Obras viales,Santiago,2024-09-22,Incidente #6348 en zona urbana
6349,-33.552369,-70.528663,Vehículo detenido,La Cisterna,2024-03-17,Incidente #6349 en zona urbana
6350,-33.579837,-70.746421,Congestión,Pedro Aguirre Cerda,2024-01-02,Incidente #6350 en zona urbana
6351,-33.537109,-70.86595,Tránsito detenido,Las Condes,2024-10-15,Incidente #6351 en zona urbana
6352,-33.684614,-70.537537,Incendio,Providencia,2024-04-12,Incidente #6352 en zona urbana
6353,-33.404061,-70.624717,Vehículo detenido,Providencia,2024-12-12,Incidente #6353 en zona urbana
6354,-33.561074,-70.799255,Congestión,La Pintana,2024-08-02,Incidente #6354 en zona urbana
6355,-33.414823,-70.557125,Evento masivo,Huechuraba,2024-09-11,Incidente #6355 en zona urbana
6356,-33.43457,-70.461136,Obras viales,Recoleta,2024-11-24,Incidente #6356 en zona urbana
6357,-33.408882,-70.467765,Obras viales,Macul,2024-10-22,Incidente #6357 en zona urbana
6358,-33.655738,-70.423958,Peatón atropellado,La Pintana,2024-03-16,Incidente #6358 en zona urbana
6359,-33.566936,-70.523979,Policía,San Joaquín,2024-08-30,Incidente #6359 en zona urbana
6360,-33.397955,-70.47056,Vehículo detenido,Las Condes,2024-08-10,Incidente #6360 en zona urbana
6361,-33.53186,-70.75924,Congestión,Recoleta,2024-08-28,Incidente #6361 en zona urbana
6362,-33.673146,-70.466044,Niebla,Quilicura,2024-01-04,Incidente #6362 en zona urbana
6363,-33.314852,-70.673302,Obras viales,Providencia,2024-12-11,Incidente #6363 en zona urbana
6364,-33.469226,-70.459931,Obras viales,Puente Alto,2024-09-02,Incidente #6364 en zona urbana
6365,-33.647366,-70.81963,Peligro,Pedro Aguirre Cerda,2024-12-26,Incidente #6365 en zona urbana
6366,-33.356406,-70.637065,Niebla,San Miguel,2024-06-21,Incidente #6366 en zona urbana
6367,-33.325552,-70.866879,Tránsito detenido,Ñuñoa,2024-03-06,Incidente #6367 en zona urbana
6368,-33.473365,-70.4059,Tránsito detenido,Santiago,2024-05-27,Incidente #6368 en zona urbana
6369,-33.368515,-70.623609,Corte de tránsito,Ñuñoa,2024-04-08,Incidente #6369 en zona urbana
6370,-33.348598,-70.850465,Policía,Las Condes,2024-08-03,Incidente #6370 en zona urbana
6371,-33.411778,-70.806475,Manifestación,Ñuñoa,2024-12-23,Incidente #6371 en zona urbana
6372,-33.591587,-70.86713,Peligro,Recoleta,2024-03-07,Incidente #6372 en zona urbana
6373,-33.457439,-70.818342,Vehículo detenido,Santiago,2024-05-26,Incidente #6373 en zona urbana
6374,-33.333997,-70.549395,Policía,Maipú,2024-03-07,Incidente #6374 en zona urbana
6375,-33.443596,-70.429574,Aluvión,La Pintana,2024-10-25,Incidente #6375 en zona urbana
6376,-33.626294,-70.604103,Obras viales,San Miguel,2024-04-07,Incidente #6376 en zona urbana
6377,-33.462682,-70.869135,Tránsito detenido,Pudahuel,2024-04-13,Incidente #6377 en zona urbana
6378,-33.634118,-70.815647,Vehículo detenido,Maipú,2024-02-10,Incidente #6378 en zona urbana
6379,-33.457163,-70.814974,Accidente,La Granja,2024-05-21,Incidente #6379 en zona urbana
6380,-33.674507,-70.447285,Accidente,La Cisterna,2024-03-24,Incidente #6380 en zona urbana
6381,-33.564369,-70.608698,Moto accidentada,Pedro Aguirre Cerda,2024-12-03,Incidente #6381 en zona urbana
6382,-33.374284,-70.639242,Accidente,San Miguel,2024-01-15,Incidente #6382 en zona urbana
6383,-33.504365,-70.749512,Choque múltiple,Estación Central,2024-02-19,Incidente #6383 en zona urbana
6384,-33.711588,-70.63108,Obras viales,San Miguel,2024-11-08,Incidente #6384 en zona urbana
6385,-33.358785,-70.685111,Desvío,Maipú,2024-02-26,Incidente #6385 en zona urbana
6386,-33.572083,-70.898162,Tránsito detenido,Providencia,2024-08-24,Incidente #6386 en zona urbana
6387,-33.476035,-70.708683,Policía,Maipú,2024-09-02,Incidente #6387 en zona urbana
6388,-33.342187,-70.791863,Niebla,Providencia,2024-05-10,Incidente #6388 en zona urbana
6389,-33.492504,-70.832588,Lluvia intensa,Maipú,2024-11-26,Incidente #6389 en zona urbana
6390,-33.618755,-70.836016,Policía,Pudahuel,2024-11-07,Incidente #6390 en zona urbana
6391,-33.379569,-70.441457,Accidente,Las Condes,2024-01-17,Incidente #6391 en zona urbana
6392,-33.413824,-70.710791,Manifestación,Pudahuel,2024-09-11,Incidente #6392 en zona urbana
6393,-33.361959,-70.80683,Congestión,Conchalí,2024-04-28,Incidente #6393 en zona urbana
6394,-33.661479,-70.621994,Niebla,La Granja,2024-04-25,Incidente #6394 en zona urbana
6395,-33.551298,-70.802419,Tránsito detenido,Santiago,2024-01-28,Incidente #6395 en zona urbana
6396,-33.725495,-70.601301,Vehículo detenido,San Miguel,2024-07-19,Incidente #6396 en zona urbana
6397,-33.548457,-70.753917,Accidente,Macul,2024-05-13,Incidente #6397 en zona urbana
6398,-33.493879,-70.766706,Accidente,Las Condes,2024-02-23,Incidente #6398 en zona urbana
6399,-33.389851,-70.850329,Peligro,San Miguel,2024-12-17,Incidente #6399 en zona urbana
6400,-33.440273,-70.849432,Congestión,Puente Alto,2024-08-07,Incidente #6400 en zona urbana
6401,-33.356579,-70.582906,Vehículo detenido,Renca,2024-08-16,Incidente #6401 en zona urbana
6402,-33.535956,-70.479971,Accidente,Maipú,2024-09-09,Incidente #6402 en zona urbana
6403,-33.339118,-70.852973,Congestión,Puente Alto,2024-01-10,Incidente #6403 en zona urbana
6404,-33.483457,-70.47228,Obras viales,Santiago,2024-12-30,Incidente #6404 en zona urbana
6405,-33.336525,-70.747858,Congestión,San Joaquín,2024-03-18,Incidente #6405 en zona urbana
6406,-33.415373,-70.412866,Vehículo detenido,Lo Prado,2024-11-03,Incidente #6406 en zona urbana
6407,-33.386089,-70.419566,Lluvia intensa,Santiago,2024-05-07,Incidente #6407 en zona urbana
6408,-33.382824,-70.696368,Vehículo detenido,La Florida,2024-10-15,Incidente #6408 en zona urbana
6409,-33.491071,-70.839602,Congestión,Maipú,2024-09-15,Incidente #6409 en zona urbana
6410,-33.441087,-70.505537,Tránsito detenido,Cerro Navia,2024-04-18,Incidente #6410 en zona urbana
6411,-33.313467,-70.468809,Semáforo apagado,La Pintana,2024-07-05,Incidente #6411 en zona urbana
6412,-33.489031,-70.751086,Manifestación,Lo Prado,2024-12-28,Incidente #6412 en zona urbana
6413,-33.661255,-70.819793,Desvío,Peñalolén,2024-06-20,Incidente #6413 en zona urbana
6414,-33.597345,-70.548189,Moto accidentada,Conchalí,2024-02-09,Incidente #6414 en zona urbana
6415,-33.498563,-70.450623,Choque múltiple,Ñuñoa,2024-01-14,Incidente #6415 en zona urbana
6416,-33.413537,-70.460332,Obras viales,Puente Alto,2024-06-07,Incidente #6416 en zona urbana
6417,-33.7289,-70.512736,Vehículo detenido,Conchalí,2024-02-11,Incidente #6417 en zona urbana
6418,-33.421874,-70.808903,Peatón atropellado,Providencia,2024-08-14,Incidente #6418 en zona urbana
6419,-33.376094,-70.482493,Peligro,Macul,2024-11-05,Incidente #6419 en zona urbana
6420,-33.496138,-70.819004,Accidente,Lo Prado,2024-10-05,Incidente #6420 en zona urbana
6421,-33.497359,-70.578687,Vehículo detenido,Santiago,2024-08-05,Incidente #6421 en zona urbana
6422,-33.523872,-70.733365,Congestión,Macul,2024-05-23,Incidente #6422 en zona urbana
6423,-33.377409,-70.621762,Corte de tránsito,La Florida,2024-05-26,Incidente #6423 en zona urbana
6424,-33.485858,-70.722365,Accidente,San Joaquín,2024-11-17,Incidente #6424 en zona urbana
6425,-33.620556,-70.68607,Congestión,Pedro Aguirre Cerda,2024-10-03,Incidente #6425 en zona urbana
6426,-33.71883,-70.731112,Policía,La Florida,2024-02-10,Incidente #6426 en zona urbana
6427,-33.687609,-70.540386,Congestión,Huechuraba,2024-01-04,Incidente #6427 en zona urbana
6428,-33.40701,-70.466733,Obras viales,Santiago,2024-03-18,Incidente #6428 en zona urbana
6429,-33.357849,-70.735464,Policía,La Granja,2024-01-05,Incidente #6429 en zona urbana
6430,-33.52772,-70.49399,Peatón atropellado,Recoleta,2024-07-06,Incidente #6430 en zona urbana
6431,-33.351061,-70.607458,Vehículo detenido,Las Condes,2024-07-29,Incidente #6431 en zona urbana
6432,-33.355354,-70.736865,Accidente,La Pintana,2024-07-10,Incidente #6432 en zona urbana
6433,-33.574005,-70.696091,Congestión,Peñalolén,2024-03-14,Incidente #6433 en zona urbana
6434,-33.725071,-70.54416,Congestión,Vitacura,2024-02-11,Incidente #6434 en zona urbana
6435,-33.632471,-70.52293,Corte de tránsito,La Pintana,2024-04-07,Incidente #6435 en zona urbana
6436,-33.520187,-70.7611,Volcamiento,Peñalolén,2024-05-16,Incidente #6436 en zona urbana
6437,-33.441086,-70.865777,Vehículo detenido,Santiago,2024-11-17,Incidente #6437 en zona urbana
6438,-33.395484,-70.451701,Congestión,Las Condes,2024-02-25,Incidente #6438 en zona urbana
6439,-33.55053,-70.463942,Choque múltiple,Pudahuel,2024-07-02,Incidente #6439 en zona urbana
6440,-33.421516,-70.422083,Accidente,Santiago,2024-04-06,Incidente #6440 en zona urbana
6441,-33.316826,-70.532048,Congestión,Estación Central,2024-11-08,Incidente #6441 en zona urbana
6442,-33.647575,-70.854045,Obras viales,La Florida,2024-10-14,Incidente #6442 en zona urbana
6443,-33.324093,-70.833291,Moto accidentada,La Pintana,2024-05-05,Incidente #6443 en zona urbana
6444,-33.400094,-70.592917,Semáforo apagado,Providencia,2024-07-28,Incidente #6444 en zona urbana
6445,-33.493621,-70.509824,Accidente,Independencia,2024-12-20,Incidente #6445 en zona urbana
6446,-33.657757,-70.891851,Peatón atropellado,Macul,2024-01-07,Incidente #6446 en zona urbana
6447,-33.427979,-70.731631,Congestión,Recoleta,2024-03-21,Incidente #6447 en zona urbana
6448,-33.660173,-70.51127,Congestión,Ñuñoa,2024-06-10,Incidente #6448 en zona urbana
6449,-33.651743,-70.636427,Congestión,Puente Alto,2024-01-01,Incidente #6449 en zona urbana
6450,-33.439389,-70.581487,Tránsito detenido,La Florida,2024-08-31,Incidente #6450 en zona urbana
6451,-33.605278,-70.520917,Corte de tránsito,Puente Alto,2024-05-18,Incidente #6451 en zona urbana
6452,-33.30314,-70.890664,Manifestación,Peñalolén,2024-09-21,Incidente #6452 en zona urbana
6453,-33.52921,-70.442674,Tránsito detenido,La Pintana,2024-03-05,Incidente #6453 en zona urbana
6454,-33.350224,-70.411991,Congestión,Quilicura,2024-01-31,Incidente #6454 en zona urbana
6455,-33.555515,-70.620669,Congestión,Huechuraba,2024-07-08,Incidente #6455 en zona urbana
6456,-33.670278,-70.425714,Incendio,Santiago,2024-07-10,Incidente #6456 en zona urbana
6457,-33.615243,-70.535942,Policía,San Miguel,2024-05-03,Incidente #6457 en zona urbana
6458,-33.361422,-70.551547,Congestión,Las Condes,2024-11-07,Incidente #6458 en zona urbana
6459,-33.513532,-70.581312,Accidente,Providencia,2024-07-23,Incidente #6459 en zona urbana
6460,-33.589295,-70.853577,Obras viales,Providencia,2024-08-12,Incidente #6460 en zona urbana
6461,-33.631962,-70.789553,Choque múltiple,San Miguel,2024-09-08,Incidente #6461 en zona urbana
6462,-33.681792,-70.431597,Policía,Pedro Aguirre Cerda,2024-04-15,Incidente #6462 en zona urbana
6463,-33.56154,-70.874952,Obras viales,Puente Alto,2024-02-20,Incidente #6463 en zona urbana
6464,-33.386649,-70.870922,Moto accidentada,Peñalolén,2024-12-06,Incidente #6464 en zona urbana
6465,-33.575653,-70.799358,Policía,San Joaquín,2024-07-07,Incidente #6465 en zona urbana
6466,-33.316371,-70.875283,Congestión,La Florida,2024-01-02,Incidente #6466 en zona urbana
6467,-33.424875,-70.689085,Congestión,La Pintana,2024-10-15,Incidente #6467 en zona urbana
6468,-33.353462,-70.835022,Accidente,La Reina,2024-11-17,Incidente #6468 en zona urbana
6469,-33.505952,-70.514003,Obras viales,Renca,2024-06-12,Incidente #6469 en zona urbana
6470,-33.680543,-70.484673,Obras viales,San Miguel,2024-06-09,Incidente #6470 en zona urbana
6471,-33.581093,-70.778185,Congestión,Cerro Navia,2024-01-13,Incidente #6471 en zona urbana
6472,-33.564643,-70.633944,Congestión,Huechuraba,2024-02-12,Incidente #6472 en zona urbana
6473,-33.354155,-70.490797,Congestión,San Ramón,2024-09-21,Incidente #6473 en zona urbana
6474,-33.355341,-70.730351,Incendio,Santiago,2024-01-08,Incidente #6474 en zona urbana
6475,-33.510218,-70.41826,Accidente,Macul,2024-04-28,Incidente #6475 en zona urbana
6476,-33.609244,-70.837688,Congestión,La Pintana,2024-08-09,Incidente #6476 en zona urbana
6477,-33.664515,-70.581656,Accidente,Santiago,2024-01-28,Incidente #6477 en zona urbana
6478,-33.358171,-70.590229,Corte de tránsito,Maipú,2024-02-02,Incidente #6478 en zona urbana
6479,-33.493941,-70.703655,Tránsito detenido,Maipú,2024-03-14,Incidente #6479 en zona urbana
6480,-33.748452,-70.660649,Congestión,Las Condes,2024-03-27,Incidente #6480 en zona urbana
6481,-33.456033,-70.406082,Moto accidentada,Vitacura,2024-06-08,Incidente #6481 en zona urbana
6482,-33.320446,-70.476041,Congestión,Santiago,2024-10-24,Incidente #6482 en zona urbana
6483,-33.357776,-70.446317,Accidente,Santiago,2024-04-12,Incidente #6483 en zona urbana
6484,-33.501137,-70.730746,Congestión,Maipú,2024-10-31,Incidente #6484 en zona urbana
6485,-33.607188,-70.774914,Accidente,San Miguel,2024-11-29,Incidente #6485 en zona urbana
6486,-33.440228,-70.752544,Tránsito detenido,Independencia,2024-02-17,Incidente #6486 en zona urbana
6487,-33.343923,-70.790158,Policía,Macul,2024-12-21,Incidente #6487 en zona urbana
6488,-33.501915,-70.528941,Vehículo detenido,Peñalolén,2024-11-29,Incidente #6488 en zona urbana
6489,-33.511314,-70.586437,Desvío,Pudahuel,2024-08-08,Incidente #6489 en zona urbana
6490,-33.423018,-70.591946,Policía,Ñuñoa,2024-12-14,Incidente #6490 en zona urbana
6491,-33.657027,-70.765971,Aluvión,Las Condes,2024-09-26,Incidente #6491 en zona urbana
6492,-33.717164,-70.789438,Congestión,Providencia,2024-04-24,Incidente #6492 en zona urbana
6493,-33.312259,-70.7046,Accidente,Santiago,2024-12-15,Incidente #6493 en zona urbana
6494,-33.550626,-70.664777,Semáforo apagado,La Cisterna,2024-04-22,Incidente #6494 en zona urbana
6495,-33.443034,-70.494843,Tránsito detenido,Lo Prado,2024-04-15,Incidente #6495 en zona urbana
6496,-33.369303,-70.898111,Choque múltiple,Puente Alto,2024-11-12,Incidente #6496 en zona urbana
6497,-33.591246,-70.74646,Accidente,La Pintana,2024-07-17,Incidente #6497 en zona urbana
6498,-33.540417,-70.504455,Congestión,Ñuñoa,2024-08-03,Incidente #6498 en zona urbana
6499,-33.69726,-70.588139,Tránsito detenido,Estación Central,2024-01-06,Incidente #6499 en zona urbana
6500,-33.353703,-70.544891,Congestión,Renca,2024-08-05,Incidente #6500 en zona urbana
6501,-33.616845,-70.637258,Congestión,San Miguel,2024-11-19,Incidente #6501 en zona urbana
6502,-33.600116,-70.630006,Lluvia intensa,La Florida,2024-11-21,Incidente #6502 en zona urbana
6503,-33.370129,-70.603005,Peligro,Renca,2024-01-18,Incidente #6503 en zona urbana
6504,-33.616901,-70.468494,Corte de tránsito,Santiago,2024-09-03,Incidente #6504 en zona urbana
6505,-33.323149,-70.854451,Congestión,Pudahuel,2024-02-09,Incidente #6505 en zona urbana
6506,-33.548111,-70.409837,Accidente,La Granja,2024-01-26,Incidente #6506 en zona urbana
6507,-33.397631,-70.573663,Tránsito detenido,San Miguel,2024-05-18,Incidente #6507 en zona urbana
6508,-33.323251,-70.711246,Semáforo apagado,La Florida,2024-12-08,Incidente #6508 en zona urbana
6509,-33.550136,-70.772809,Manifestación,Renca,2024-07-03,Incidente #6509 en zona urbana
6510,-33.590946,-70.815868,Accidente,San Miguel,2024-09-23,Incidente #6510 en zona urbana
6511,-33.3587,-70.779642,Tránsito detenido,Pudahuel,2024-07-02,Incidente #6511 en zona urbana
6512,-33.489108,-70.450458,Accidente,Providencia,2024-10-28,Incidente #6512 en zona urbana
6513,-33.430484,-70.851695,Congestión,Maipú,2024-03-12,Incidente #6513 en zona urbana
6514,-33.612827,-70.778917,Congestión,Macul,2024-03-13,Incidente #6514 en zona urbana
6515,-33.321631,-70.51198,Manifestación,La Florida,2024-05-21,Incidente #6515 en zona urbana
6516,-33.656419,-70.830996,Congestión,Las Condes,2024-06-25,Incidente #6516 en zona urbana
6517,-33.352469,-70.471047,Congestión,Puente Alto,2024-11-28,Incidente #6517 en zona urbana
6518,-33.488635,-70.521488,Congestión,Las Condes,2024-04-03,Incidente #6518 en zona urbana
6519,-33.510736,-70.82006,Accidente,La Florida,2024-02-23,Incidente #6519 en zona urbana
6520,-33.324995,-70.739478,Manifestación,Ñuñoa,2024-05-04,Incidente #6520 en zona urbana
6521,-33.616486,-70.760176,Accidente,Pudahuel,2024-09-03,Incidente #6521 en zona urbana
6522,-33.692789,-70.400579,Vehículo detenido,Puente Alto,2024-09-01,Incidente #6522 en zona urbana
6523,-33.650587,-70.535479,Desvío,Conchalí,2024-12-17,Incidente #6523 en zona urbana
6524,-33.340845,-70.593388,Obras viales,Renca,2024-03-28,Incidente #6524 en zona urbana
6525,-33.691642,-70.834359,Vehículo detenido,La Florida,2024-04-01,Incidente #6525 en zona urbana
6526,-33.351414,-70.823903,Congestión,Las Condes,2024-04-30,Incidente #6526 en zona urbana
6527,-33.600429,-70.811012,Manifestación,Ñuñoa,2024-01-23,Incidente #6527 en zona urbana
6528,-33.644273,-70.542504,Congestión,Santiago,2024-11-14,Incidente #6528 en zona urbana
6529,-33.537429,-70.435067,Semáforo apagado,Providencia,2024-09-27,Incidente #6529 en zona urbana
6530,-33.742724,-70.521268,Semáforo apagado,Huechuraba,2024-11-29,Incidente #6530 en zona urbana
6531,-33.484516,-70.659375,Niebla,Renca,2024-03-30,Incidente #6531 en zona urbana
6532,-33.675033,-70.420817,Manifestación,Vitacura,2024-03-01,Incidente #6532 en zona urbana
6533,-33.42792,-70.610203,Congestión,Maipú,2024-03-20,Incidente #6533 en zona urbana
6534,-33.673952,-70.82044,Congestión,Huechuraba,2024-02-14,Incidente #6534 en zona urbana
6535,-33.335613,-70.619652,Peligro,San Joaquín,2024-05-24,Incidente #6535 en zona urbana
6536,-33.722733,-70.54456,Tránsito detenido,Pudahuel,2024-02-16,Incidente #6536 en zona urbana
6537,-33.749679,-70.569303,Vehículo detenido,Maipú,2024-04-21,Incidente #6537 en zona urbana
6538,-33.619874,-70.61621,Congestión,La Florida,2024-04-12,Incidente #6538 en zona urbana
6539,-33.598956,-70.726212,Congestión,La Florida,2024-12-11,Incidente #6539 en zona urbana
6540,-33.723626,-70.560615,Tránsito detenido,La Florida,2024-02-04,Incidente #6540 en zona urbana
6541,-33.568871,-70.748087,Peatón atropellado,Pudahuel,2024-04-16,Incidente #6541 en zona urbana
6542,-33.442732,-70.6779,Congestión,Santiago,2024-06-09,Incidente #6542 en zona urbana
6543,-33.423383,-70.531944,Congestión,Estación Central,2024-12-22,Incidente #6543 en zona urbana
6544,-33.59712,-70.87528,Accidente,Ñuñoa,2024-11-01,Incidente #6544 en zona urbana
6545,-33.618945,-70.504557,Semáforo apagado,Ñuñoa,2024-09-27,Incidente #6545 en zona urbana
6546,-33.736489,-70.808528,Obras viales,Estación Central,2024-09-10,Incidente #6546 en zona urbana
6547,-33.687108,-70.704333,Peligro,Peñalolén,2024-12-22,Incidente #6547 en zona urbana
6548,-33.630728,-70.441716,Congestión,Lo Prado,2024-07-16,Incidente #6548 en zona urbana
6549,-33.618369,-70.659713,Choque múltiple,Las Condes,2024-07-09,Incidente #6549 en zona urbana
6550,-33.48373,-70.697274,Tránsito detenido,Santiago,2024-04-02,Incidente #6550 en zona urbana
6551,-33.658472,-70.848226,Desvío,Las Condes,2024-04-04,Incidente #6551 en zona urbana
6552,-33.638874,-70.490281,Tránsito detenido,Renca,2024-01-13,Incidente #6552 en zona urbana
6553,-33.641696,-70.883473,Policía,Recoleta,2024-07-19,Incidente #6553 en zona urbana
6554,-33.441425,-70.815788,Congestión,Las Condes,2024-06-29,Incidente #6554 en zona urbana
6555,-33.316257,-70.832843,Lluvia intensa,Ñuñoa,2024-06-06,Incidente #6555 en zona urbana
6556,-33.742148,-70.60916,Moto accidentada,Estación Central,2024-11-12,Incidente #6556 en zona urbana
6557,-33.552905,-70.50167,Congestión,Lo Prado,2024-03-02,Incidente #6557 en zona urbana
6558,-33.483475,-70.558689,Semáforo apagado,Huechuraba,2024-10-22,Incidente #6558 en zona urbana
6559,-33.314984,-70.814983,Desvío,Renca,2024-10-24,Incidente #6559 en zona urbana
6560,-33.337645,-70.699027,Congestión,Recoleta,2024-01-17,Incidente #6560 en zona urbana
6561,-33.47243,-70.489256,Congestión,Huechuraba,2024-03-27,Incidente #6561 en zona urbana
6562,-33.407915,-70.687843,Manifestación,La Florida,2024-01-19,Incidente #6562 en zona urbana
6563,-33.514128,-70.403438,Peatón atropellado,Pudahuel,2024-04-24,Incidente #6563 en zona urbana
6564,-33.418683,-70.411008,Moto accidentada,Santiago,2024-11-13,Incidente #6564 en zona urbana
6565,-33.680525,-70.87039,Vehículo detenido,Maipú,2024-07-18,Incidente #6565 en zona urbana
6566,-33.709561,-70.849815,Manifestación,San Ramón,2024-02-24,Incidente #6566 en zona urbana
6567,-33.673538,-70.545299,Vehículo detenido,La Florida,2024-07-24,Incidente #6567 en zona urbana
6568,-33.369129,-70.794702,Congestión,Providencia,2024-04-17,Incidente #6568 en zona urbana
6569,-33.422523,-70.725127,Congestión,Santiago,2024-02-10,Incidente #6569 en zona urbana
6570,-33.485845,-70.410915,Congestión,La Pintana,2024-08-08,Incidente #6570 en zona urbana
6571,-33.4542,-70.521235,Accidente,La Florida,2024-01-09,Incidente #6571 en zona urbana
6572,-33.606865,-70.696512,Choque múltiple,Huechuraba,2024-09-14,Incidente #6572 en zona urbana
6573,-33.581866,-70.847314,Semáforo apagado,Providencia,2024-04-25,Incidente #6573 en zona urbana
6574,-33.380707,-70.751571,Tránsito detenido,Macul,2024-04-09,Incidente #6574 en zona urbana
6575,-33.306986,-70.65988,Congestión,Huechuraba,2024-05-31,Incidente #6575 en zona urbana
6576,-33.644136,-70.620455,Congestión,San Miguel,2024-09-08,Incidente #6576 en zona urbana
6577,-33.700086,-70.510737,Accidente,Recoleta,2024-07-10,Incidente #6577 en zona urbana
6578,-33.527856,-70.549476,Obras viales,Maipú,2024-03-20,Incidente #6578 en zona urbana
6579,-33.724037,-70.64094,Vehículo detenido,Santiago,2024-10-01,Incidente #6579 en zona urbana
6580,-33.638896,-70.544581,Congestión,Puente Alto,2024-05-30,Incidente #6580 en zona urbana
6581,-33.408843,-70.776922,Accidente,Pedro Aguirre Cerda,2024-08-18,Incidente #6581 en zona urbana
6582,-33.741393,-70.636844,Congestión,Puente Alto,2024-07-06,Incidente #6582 en zona urbana
6583,-33.572114,-70.540758,Peatón atropellado,Huechuraba,2024-01-29,Incidente #6583 en zona urbana
6584,-33.386931,-70.744681,Peligro,Recoleta,2024-09-10,Incidente #6584 en zona urbana
6585,-33.530274,-70.730261,Congestión,Peñalolén,2024-02-13,Incidente #6585 en zona urbana
